460,000,023;BANK;ВЕГА-БАНК;OOO;3,270;22.09.1995;WITHDRAWN;105118, г. Москва, проспект Буденного, д. 32 А;1027739059710
450,000,366;BANK;ВЕК;AO;2,299;16.04.1993;WITHDRAWN;123242,  г. Москва, ул.Малая Грузинская, д.10 стр.1;1027739224160
580,000,002;BANK;ВЕЛИКИЕ ЛУКИ БАНК;AO;598;26.10.1990;ACTIVE;182110, Псковская область, г. Великие Луки, ул. Комсомольская, д. 27-а;1026000001774
730,000,006;BANK;ВЕНЕЦ;AO;524;19.10.1990;ACTIVE;432071, г. Ульяновск, ул. Марата, 19;1027300000166
450,001,153;RNKO;ВЕСТЕРН ЮНИОН ДП ВОСТОК;OOO;2,726;01.03.1994;ACTIVE;125171,  г. Москва, Ленинградское шоссе, д. 16А, строение 1;1037739616122
450,040,356;BANK;ВЕСТИНТЕРБАНК;OOO;3,398;06.02.2002;WITHDRAWN;123001, г. Москва, Вспольный переулок, д. 5, стр.1;1027700051390
500,000,011;BANK;ВЗАИМОДЕЙСТВИЕ;OOO;1,704;08.01.1992;WITHDRAWN;630102, г. Новосибирск,  ул.Нижегородская, дом 6А;1025400000053
400,000,036;BANK;ВИКИНГ;AO;2;27.12.1991;ACTIVE;191002 Санкт-Петербург, Владимирский проспект, дом 17;1027800000250
400,000,003;BANK;ВИТАБАНК;PAO;356;22.11.1991;ACTIVE;195220, Санкт-Петербург, пр. Непокоренных,17, корп 4, литер В;1027800000183
450,000,218;BANK;ВИТАС;OOO;1,955;14.07.1992;WITHDRAWN;129327,  г. Москва, ул.Енисейская, д.22, корп.2;1027739287355
450,001,171;BANK;ВИТЯЗЬ;OOO;2,890;10.06.1994;WITHDRAWN;129090,  г. Москва, Ботанический переулок, д. 14, стр. 3;1027739432940
170,000,001;BANK;ВЛАДБИЗНЕСБАНК;AO;903;19.01.1993;ACTIVE;600015, г.Владимир, пр-т Ленина,35;1023300000063
170,000,003;BANK;ВЛАДИМИРСКИЙ ПРОМЫШЛЕННЫЙ БАНК;OOO;870;21.11.1990;WITHDRAWN;600020, г.Владимир, ул. Большая Нижегородская, д.9;1023300000052
450,000,919;BANK;ВНЕШПРОМБАНК;OOO;3,261;03.07.1995;WITHDRAWN;119991,  г. Москва, Комсомольский проспект, д. 42, строение 1;1027700514049
820,000,012;BANK;ВНЕШФИНБАНК;OOO;3,173;05.12.1994;ACTIVE;350059, г. Краснодар,  ул. Волжская, д. 47;1020500003919
360,000,008;BANK;ВОЛГА-КРЕДИТ;OAO;1,153;11.12.1990;WITHDRAWN;443030, г.Самара, ул.Вилоновская, 138;1026300001815
360,000,018;BANK;ВОЛГО-КАМСКИЙ БАНК;OAO;282;27.04.1990;WITHDRAWN;443096, город Самара, Ленинский район, проспект Карла Маркса, д.10;1026300001782
360,000,006;BANK;ВОЛЖСКИЙ СОЦИАЛЬНЫЙ БАНК;OOO;2,428;21.07.1993;WITHDRAWN;443041, г.Самара, ул. Садовая, 175;1026300001860
